,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,Particulate Organic Carbon (mg/L),Extracted Chlorophyll a (µg/L),CTD Specific Conductivity (µS/cm),Total Nitrogen (mg/L),Nitrate + Nitrite (mg N/L),CTD Dissolved Oxygen (mg/L),Total Phosphorus (µg P/L),Secchi Depth (m),Total Suspended Solids (mg/L),CTD Temperature (°C),Turbidity (NTU)
104,105.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC20S61,,,286.2,,0.185,,9.11,,,1.9,0.552
105,106.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,22.7,Middle Depth,surface water,Individual,routine field sample,10GC20S63,,,286.3,,0.184,,9.846499999999999,,,1.9,0.587
106,107.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,5.0,Five Meter,surface water,Individual,routine field sample,10GC20S6A,,,,,,,,,,1.8,
107,108.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,10.0,Ten Meter,surface water,Individual,routine field sample,10GC20S6B,,,,,,,,,,1.8,
108,109.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,35.7,Bottom Minus 10,surface water,Individual,routine field sample,10GC20S70,,,285.9,,0.183,,8.828,,,1.9,0.539
109,110.0,2010.0,April    ,Spring,Erie,ER1011,E063M10,ER63,46.6,42.4166,-79.80015,2010-04-10 10:14:00,EDT,44.6,Bottom Minus,surface water,Individual,routine field sample,10GC20S71,,,286.2,,0.183,,11.126,,,1.9,0.55
110,111.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC20S81,,,285.1,,0.18899999999999997,,8.2955,,,1.7,0.714
111,112.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,24.2,Middle Depth,surface water,Individual,routine field sample,10GC20S83,,,286.6,,0.19699999999999998,,9.8655,,,1.7,0.773
112,113.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,5.0,Five Meter,surface water,Individual,routine field sample,10GC20S8A,,,,,,,,,,1.7,
113,114.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,10.0,Ten Meter,surface water,Individual,routine field sample,10GC20S8B,,,,,,,,,,1.7,
114,115.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,20.0,Twenty Meter,surface water,Individual,routine field sample,10GC20S8C,,,,,,,,,,1.7,
115,116.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,38.5,Bottom Minus 10,surface water,Individual,routine field sample,10GC20S90,,,287.0,,0.191,13.83,9.634,,,1.7,1.35
116,117.0,2010.0,April    ,Spring,Erie,ER1011,E009M10,ER09,50.1,42.538283,-79.6168,2010-04-10 13:36:00,EDT,47.6,Bottom Minus,surface water,Individual,routine field sample,10GC20S91,,,286.8,,0.18899999999999997,,8.782,,,1.7,0.715
117,118.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,0.0,"Integrated, Spring",surface water,Composite,routine field sample,10GC21I12,,,,,0.203,,6.9885,,,2.7,
118,119.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC21S01,,,287.8,,0.205,,7.0489999999999995,,,2.7,1.68
119,120.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,16.5,Middle Depth,surface water,Individual,routine field sample,10GC21S03,,,289.3,,0.20199999999999999,,7.2815,,,2.7,0.841
120,121.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,4.9,Five Meter,surface water,Individual,routine field sample,10GC21S0A,,,,,,,,,,2.7,
121,122.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,9.9,Ten Meter,surface water,Individual,routine field sample,10GC21S0B,,,,,,,,,,2.7,
122,123.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,20.0,Twenty Meter,surface water,Individual,routine field sample,10GC21S0C,,,,,,,,,,2.7,
123,124.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,23.0,Bottom Minus 10,surface water,Individual,routine field sample,10GC21S10,,,289.4,,0.207,,7.074,,,2.7,1.04
124,125.0,2010.0,April    ,Spring,Erie,ER1011,E010M10,ER10,33.7,42.6799,-79.69166700000001,2010-04-10 14:50:00,EDT,31.8,Bottom Minus,surface water,Individual,routine field sample,10GC21S11,,,289.8,,0.209,,6.3004999999999995,,,2.8,0.883
125,126.0,2010.0,August   ,Summer,Erie,ER1021,E058G10,ER58,9.2,41.68495,-82.933317,2010-08-09 15:32:00,EDT,1.4,Surface,surface water,Individual QC,lab duplicate,10GC40C61,,,,,0.098,,13.905500000000002,,,26.0,
126,127.0,2010.0,August   ,Summer,Erie,ER1021,E061G10,ER61,8.6,41.9467,-83.046133,2010-08-09 11:49:00,EDT,1.5,Surface,surface water,Individual QC,field duplicate,10GC40D01,,,216.4,,0.248,,7.167,,,25.8,3.76
127,128.0,2010.0,August   ,Summer,Erie,ER1021,E061G10,ER61,8.6,41.9467,-83.046133,2010-08-09 11:49:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC40I12,,,,,0.249,,6.957000000000001,,,25.2,
128,129.0,2010.0,August   ,Summer,Erie,ER1021,E060G10,ER60,8.3,41.8917,-83.19663299999999,2010-08-09 12:58:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC40I32,,,,,0.231,,14.6045,,,25.6,
129,130.0,2010.0,August   ,Summer,Erie,ER1021,E059G10,ER59,7.9,41.7268,-83.149967,2010-08-09 14:15:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC40I52,,,,,0.042,,15.094000000000001,,,26.2,
130,131.0,2010.0,August   ,Summer,Erie,ER1021,E058G10,ER58,9.2,41.68495,-82.933317,2010-08-09 15:32:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC40I72,,,,,0.048,,13.446000000000002,,,25.7,
131,132.0,2010.0,August   ,Summer,Erie,ER1021,E091G10,ER91M,10.1,41.840583,-82.916717,2010-08-09 18:15:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC40I92,,,,,0.115,,10.126,,,25.5,
132,133.0,2010.0,August   ,Summer,Erie,ER1021,E059G10,ER59,7.9,41.7268,-83.149967,2010-08-09 14:15:00,EDT,,"Integrated, Summer",surface water,Individual QC,field blank,10GC40R40,,,0.8588,,-0.007770999999999999,,0.326,,,26.2,0.134
133,134.0,2010.0,August   ,Summer,Erie,ER1021,E061G10,ER61,8.6,41.9467,-83.046133,2010-08-09 11:49:00,EDT,1.5,Surface,surface water,Individual,routine field sample,10GC40S01,,,215.2,,0.251,,6.5665000000000004,,,25.8,3.77
134,135.0,2010.0,August   ,Summer,Erie,ER1021,E061G10,ER61,8.6,41.9467,-83.046133,2010-08-09 11:49:00,EDT,4.7,Mid Epilimnion,surface water,Individual,routine field sample,10GC40S02,,,210.0,,0.248,,6.724,,,25.8,2.72
135,136.0,2010.0,August   ,Summer,Erie,ER1021,E061G10,ER61,8.6,41.9467,-83.046133,2010-08-09 11:49:00,EDT,8.4,Bottom Minus,surface water,Individual,routine field sample,10GC40S11,,,193.3,,0.247,,5.09,,,25.7,3.97
136,137.0,2010.0,August   ,Summer,Erie,ER1021,E060G10,ER60,8.3,41.8917,-83.19663299999999,2010-08-09 12:58:00,EDT,1.5,Surface,surface water,Individual,routine field sample,10GC40S21,,,248.1,,0.13699999999999998,,11.344,,,25.7,3.32
137,138.0,2010.0,August   ,Summer,Erie,ER1021,E060G10,ER60,8.3,41.8917,-83.19663299999999,2010-08-09 12:58:00,EDT,4.1,Mid Epilimnion,surface water,Individual,routine field sample,10GC40S22,,,249.7,,0.233,,11.6185,,,25.6,2.58
138,139.0,2010.0,August   ,Summer,Erie,ER1021,E060G10,ER60,8.3,41.8917,-83.19663299999999,2010-08-09 12:58:00,EDT,7.5,Bottom Minus,surface water,Individual,routine field sample,10GC40S31,,,223.6,,0.235,,12.757000000000001,,,25.6,3.3
139,140.0,2010.0,August   ,Summer,Erie,ER1021,E059G10,ER59,7.9,41.7268,-83.149967,2010-08-09 14:15:00,EDT,1.4,Surface,surface water,Individual,routine field sample,10GC40S41,,,236.4,,0.036000000000000004,,13.316500000000001,,,26.0,5.57
140,141.0,2010.0,August   ,Summer,Erie,ER1021,E059G10,ER59,7.9,41.7268,-83.149967,2010-08-09 14:15:00,EDT,4.1,Mid Epilimnion,surface water,Individual,routine field sample,10GC40S42,,,237.8,,0.045,,10.2035,,,25.7,6.74
141,142.0,2010.0,August   ,Summer,Erie,ER1021,E059G10,ER59,7.9,41.7268,-83.149967,2010-08-09 14:15:00,EDT,7.3,Bottom Minus,surface water,Individual,routine field sample,10GC40S51,,,240.9,,0.040999999999999995,,14.8915,,,25.7,5.45
142,143.0,2010.0,August   ,Summer,Erie,ER1021,E058G10,ER58,9.2,41.68495,-82.933317,2010-08-09 15:32:00,EDT,1.4,Surface,surface water,Individual,routine field sample,10GC40S61,,,252.3,,0.09699999999999999,8.17,15.6885,,,26.0,5.0
143,144.0,2010.0,August   ,Summer,Erie,ER1021,E058G10,ER58,9.2,41.68495,-82.933317,2010-08-09 15:32:00,EDT,4.8,Mid Epilimnion,surface water,Individual,routine field sample,10GC40S62,,,257.8,,0.126,,12.674999999999999,,,26.0,5.0
144,145.0,2010.0,August   ,Summer,Erie,ER1021,E058G10,ER58,9.2,41.68495,-82.933317,2010-08-09 15:32:00,EDT,8.7,Bottom Minus,surface water,Individual,routine field sample,10GC40S71,,,260.4,,0.133,,10.918000000000001,,,25.7,4.74
145,146.0,2010.0,August   ,Summer,Erie,ER1021,E091G10,ER91M,10.1,41.840583,-82.916717,2010-08-09 18:15:00,EDT,1.7,Surface,surface water,Individual,routine field sample,10GC40S81,,,228.0,,0.113,,10.9945,,,25.9,5.8
146,147.0,2010.0,August   ,Summer,Erie,ER1021,E091G10,ER91M,10.1,41.840583,-82.916717,2010-08-09 18:15:00,EDT,5.1,Five Meter,surface water,Individual,routine field sample,10GC40S82,,,229.9,,0.11599999999999999,,9.724499999999999,,,25.6,4.12
147,148.0,2010.0,August   ,Summer,Erie,ER1021,E091G10,ER91M,10.1,41.840583,-82.916717,2010-08-09 18:15:00,EDT,9.5,Bottom Minus,surface water,Individual,routine field sample,10GC40S91,,,231.8,,0.114,,7.3285,,,25.5,4.36
148,149.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,1.8,Surface,surface water,Individual QC,lab duplicate,10GC41C41,,,,,0.036,,5.2815,,,25.4,
149,150.0,2010.0,August   ,Summer,Erie,ER1021,E0FEG10,ERFE,7.5,41.58295,-82.9048,2010-08-09 16:24:00,EDT,2.0,Surface,surface water,Individual QC,field duplicate,10GC41D01,,,277.5,,0.21100000000000002,,21.3445,,,26.4,14.1
150,151.0,2010.0,August   ,Summer,Erie,ER1021,E0FEG10,ERFE,7.5,41.58295,-82.9048,2010-08-09 16:24:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC41I12,,,,,0.201,,16.808,,,26.1,
151,152.0,2010.0,August   ,Summer,Erie,ER1021,E092G10,ER92,10.7,41.950417,-82.950417,2010-08-09 20:03:00,EDT,,"Integrated, Summer",surface water,Composite,routine field sample,10GC41I32,,,,,0.118,,8.5505,,,25.2,
152,153.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC41I52,,,,,0.024,,6.247999999999999,,,0.0,
153,154.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC41I72,,,,,0.028,,8.198,,,0.0,
154,155.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC41I92,,,,,0.02,,7.215,,,0.0,
155,156.0,2010.0,August   ,Summer,Erie,ER1021,E092G10,ER92,10.7,41.950417,-82.950417,2010-08-09 20:03:00,EDT,,"Integrated, Summer",surface water,Individual QC,field blank,10GC41R20,,,2.02,,-0.0077,,0.0765,,,25.2,0.104
156,157.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,0.0,Synthetic Sample,surface water,Individual QC,field blank,10GC41R80,,,2.162,,-0.007940000000000001,,0.097,,,0.0,0.124
157,158.0,2010.0,August   ,Summer,Erie,ER1021,E0FEG10,ERFE,7.5,41.58295,-82.9048,2010-08-09 16:24:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC41S01,,,277.9,,0.213,,20.488500000000002,,,26.4,14.5
158,159.0,2010.0,August   ,Summer,Erie,ER1021,E0FEG10,ERFE,7.5,41.58295,-82.9048,2010-08-09 16:24:00,EDT,3.3,Mid Epilimnion,surface water,Individual,routine field sample,10GC41S02,,,278.8,,0.221,,15.9245,,,26.1,14.7
159,160.0,2010.0,August   ,Summer,Erie,ER1021,E0FEG10,ERFE,7.5,41.58295,-82.9048,2010-08-09 16:24:00,EDT,6.3,Bottom Minus,surface water,Individual,routine field sample,10GC41S11,,,281.2,,0.214,,20.494,,,26.1,14.7
160,161.0,2010.0,August   ,Summer,Erie,ER1021,E092G10,ER92,10.7,41.950417,-82.950417,2010-08-09 20:03:00,EDT,1.7,Surface,surface water,Individual,routine field sample,10GC41S21,,,246.2,,0.115,,7.7005,,,25.6,2.66
161,162.0,2010.0,August   ,Summer,Erie,ER1021,E092G10,ER92,10.7,41.950417,-82.950417,2010-08-09 20:03:00,EDT,4.8,Mid Epilimnion,surface water,Individual,routine field sample,10GC41S22,,,247.9,,0.071,,9.686,,,25.5,2.48
162,163.0,2010.0,August   ,Summer,Erie,ER1021,E092G10,ER92,10.7,41.950417,-82.950417,2010-08-09 20:03:00,EDT,10.2,Bottom Minus,surface water,Individual,routine field sample,10GC41S31,,,248.6,,0.11699999999999999,,7.176,,,25.2,2.43
163,164.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,1.8,Surface,surface water,Individual,routine field sample,10GC41S41,,,271.1,,0.034,8.45,5.8115000000000006,,,25.4,0.835
164,165.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,8.0,Mid Epilimnion,surface water,Individual,routine field sample,10GC41S42,,,272.4,,0.039,,5.8999999999999995,,,25.3,0.769
165,166.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,18.4,Mid Hypolimnion,surface water,Individual,routine field sample,10GC41S46,,,279.3,,0.03,,7.5335,,,16.4,1.0
166,167.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,5.0,Five Meter,surface water,Individual,routine field sample,10GC41S4A,,,,,,,,,,25.4,
167,168.0,2010.0,August   ,Summer,Erie,ER1021,E043G10,ER43,21.9,41.788683,-81.94535,2010-08-10 01:01:00,EDT,21.4,Bottom Minus,surface water,Individual,routine field sample,10GC41S51,,,283.7,,0.079,2.37,7.3315,,,13.8,1.43
168,169.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,2.0,Surface,surface water,Individual,routine field sample,10GC41S61,,,267.5,,0.034,8.38,7.771,,,24.7,1.27
169,170.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,8.0,Mid Epilimnion,surface water,Individual,routine field sample,10GC41S62,,,267.0,,0.051,,9.427,,,24.1,1.27
170,171.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,18.0,Mid Hypolimnion,surface water,Individual,routine field sample,10GC41S66,,,282.3,,0.147,,9.437,,,13.1,1.83
171,172.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,5.0,Five Meter,surface water,Individual,routine field sample,10GC41S6A,,,,,,,,,,24.6,
172,173.0,2010.0,August   ,Summer,Erie,ER1021,E042G10,ER42,22.0,41.965666999999996,-82.04208299999999,2010-08-09 23:28:00,EDT,21.5,Bottom Minus,surface water,Individual,routine field sample,10GC41S71,,,281.7,,0.08900000000000001,0.88,8.001000000000001,,,13.0,1.92
173,174.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,1.9,Surface,surface water,Individual,routine field sample,10GC41S81,,,271.0,,0.008059,8.4,6.8315,,,25.3,0.891
174,175.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,10.2,Mid Epilimnion,surface water,Individual,routine field sample,10GC41S82,,,273.4,,0.008076999999999999,,6.644,,,25.3,0.98
175,176.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,22.0,Mid Hypolimnion,surface water,Individual,routine field sample,10GC41S86,,,286.8,,0.17600000000000002,,9.481,,,11.9,2.48
176,177.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,5.1,Five Meter,surface water,Individual,routine field sample,10GC41S8A,,,,,,,,,,25.3,
177,178.0,2010.0,August   ,Summer,Erie,ER1021,E073G10,ER73,23.6,41.977567,-81.75698299999999,2010-08-10 02:54:00,EDT,23.4,Bottom Minus,surface water,Individual,routine field sample,10GC41S91,,,286.1,,0.083,3.65,8.337,,,11.8,2.21
178,179.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,20.0,Mid Hypolimnion,surface water,Individual QC,lab duplicate,10GC42C06,,,,,0.106,,7.8915,,,12.8,
179,180.0,2010.0,August   ,Summer,Erie,ER1021,E078G10,ER78M,22.5,42.252783,-81.25015,2010-08-10 12:16:00,EDT,1.5,Surface,surface water,Individual QC,lab duplicate,10GC42C61,,,,,,,,,,0.0,
180,181.0,2010.0,August   ,Summer,Erie,ER1021,E078G10,ER78M,22.5,42.252783,-81.25015,2010-08-10 12:16:00,EDT,22.4,Bottom Minus,surface water,Individual QC,lab duplicate,10GC42C71,,,,,,,,,,0.0,
181,182.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,23.6,Bottom Minus,surface water,Individual QC,field duplicate,10GC42D31,,,285.7,,0.185,4.41,6.7925,,,11.7,1.36
182,183.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC42I12,,,,,0.009937,,6.287,,,0.0,
183,184.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC42I32,,,,,0.045,,8.927499999999998,,,0.0,
184,185.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC42I52,,,,,0.047,,6.464500000000001,,,0.0,
185,186.0,2010.0,August   ,Summer,Erie,ER1021,E078G10,ER78M,22.5,42.252783,-81.25015,2010-08-10 12:16:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC42I72,,,,,0.011,,7.1425,,,0.0,
186,187.0,2010.0,August   ,Summer,Erie,ER1021,E032G10,ER32,22.2,42.081783,-81.01141700000001,2010-08-10 14:01:00,EDT,0.0,"Integrated, Summer",surface water,Composite,routine field sample,10GC42I92,,,,,0.09,,5.9205,,,0.0,
187,188.0,2010.0,August   ,Summer,Erie,ER1021,E032G10,ER32,22.2,42.081783,-81.01141700000001,2010-08-10 14:01:00,EDT,0.0,Synthetic Sample,surface water,Individual QC,field blank,10GC42R80,,,1.734,,-0.007443000000000001,,0.8220000000000001,,,0.0,0.121
188,189.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,1.9,Surface,surface water,Individual,routine field sample,10GC42S01,,,267.1,,0.023,8.17,6.490500000000001,,,25.2,1.5
189,190.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,8.8,Mid Epilimnion,surface water,Individual,routine field sample,10GC42S02,,,267.9,,0.025,,7.2299999999999995,,,25.1,1.53
190,191.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,20.0,Mid Hypolimnion,surface water,Individual,routine field sample,10GC42S06,,,289.8,,0.188,,7.05,,,12.8,1.54
191,192.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,5.1,Five Meter,surface water,Individual,routine field sample,10GC42S0A,,,,,,,,,,25.2,
192,193.0,2010.0,August   ,Summer,Erie,ER1021,E036G10,ER36,22.8,41.933633,-81.478817,2010-08-10 04:18:00,EDT,24.4,Bottom Minus,surface water,Individual,routine field sample,10GC42S11,,,288.1,,0.172,4.35,7.3425,,,14.6,1.64
193,194.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,1.9,Surface,surface water,Individual,routine field sample,10GC42S21,,,268.5,,0.042,8.23,5.4595,,,25.1,0.87
194,195.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,9.6,Mid Epilimnion,surface water,Individual,routine field sample,10GC42S22,,,265.4,,0.054000000000000006,,5.3995,,,24.8,0.831
195,196.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,21.5,Mid Hypolimnion,surface water,Individual,routine field sample,10GC42S26,,,286.6,,0.18100000000000002,,7.4830000000000005,,,11.7,1.49
196,197.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,5.2,Five Meter,surface water,Individual,routine field sample,10GC42S2A,,,,,,,,,,25.1,
197,198.0,2010.0,August   ,Summer,Erie,ER1021,E037G10,ER37,23.7,42.110183,-81.5746,2010-08-10 05:44:00,EDT,23.6,Bottom Minus,surface water,Individual,routine field sample,10GC42S31,,,286.0,,0.126,4.5,7.072,,,11.7,1.59
198,199.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,2.1,Surface,surface water,Individual,routine field sample,10GC42S41,,,264.6,,0.038,8.33,6.8855,,,23.6,0.839
199,200.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,6.8,Mid Epilimnion,surface water,Individual,routine field sample,10GC42S42,,,269.3,,0.034,,6.2705,,,23.4,1.06
200,201.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,17.9,Mid Hypolimnion,surface water,Individual,routine field sample,10GC42S46,,,284.1,,0.121,,6.9925,,,11.1,1.06
201,202.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,4.8,Five Meter,surface water,Individual,routine field sample,10GC42S4A,,,,,,,,,,23.5,
202,203.0,2010.0,August   ,Summer,Erie,ER1021,E038G10,ER38,21.6,42.281733,-81.67173299999999,2010-08-10 07:09:00,EDT,21.3,Bottom Minus,surface water,Individual,routine field sample,10GC42S51,,,283.6,,0.08,3.66,6.724,,,11.1,0.971
203,204.0,2010.0,August   ,Summer,Erie,ER1021,E078G10,ER78M,22.5,42.252783,-81.25015,2010-08-10 12:16:00,EDT,1.5,Surface,surface water,Individual,routine field sample,10GC42S61,,,269.0,,0.040999999999999995,,6.59,,,25.3,0.98
204,205.0,2010.0,August   ,Summer,Erie,ER1021,E078G10,ER78M,22.5,42.252783,-81.25015,2010-08-10 12:16:00,EDT,9.6,Mid Epilimnion,surface water,Individual,routine field sample,10GC42S62,,,269.4,,0.017,,7.7425,,,25.1,1.14
