Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,ANL_CODE_6,ANALYTE_6,VALUE_6,UNITS_6,FRACTION_6,METHOD_6,RESULT_REMARK_6,ANL_CODE_7,ANALYTE_7,VALUE_7,UNITS_7,FRACTION_7,METHOD_7,RESULT_REMARK_7,ANL_CODE_8,ANALYTE_8,VALUE_8,UNITS_8,FRACTION_8,METHOD_8,RESULT_REMARK_8,ANL_CODE_9,ANALYTE_9,VALUE_9,UNITS_9,FRACTION_9,METHOD_9,RESULT_REMARK_9,ANL_CODE_10,ANALYTE_10,VALUE_10,UNITS_10,FRACTION_10,METHOD_10,RESULT_REMARK_10,ANL_CODE_11,ANALYTE_11,VALUE_11,UNITS_11,FRACTION_11,METHOD_11,RESULT_REMARK_11,ANL_CODE_12,ANALYTE_12,VALUE_12,UNITS_12,FRACTION_12,METHOD_12,RESULT_REMARK_12,
"38","2010","April    ","Spring","Erie","ER1011","E043M10","ER43","22.6","41.78835","-81.94505","2010/04/08 04:44","EDT","2","Surface","surface water","Individual","routine field sample","10GC18S41","Cond","Conductivity","285.1","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.205","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","8.002","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","15.959","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.3","C","Not applicable","NA","","Turb","Turbidity","2.47","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"39","2010","April    ","Spring","Erie","ER1011","E043M10","ER43","22.6","41.78835","-81.94505","2010/04/08 04:44","EDT","11","Middle Depth","surface water","Individual","routine field sample","10GC18S43","Cond","Conductivity","283.5","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.211","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","7.527","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","15.153","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.3","C","Not applicable","NA","","Turb","Turbidity","2.65","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"40","2010","April    ","Spring","Erie","ER1011","E043M10","ER43","22.6","41.78835","-81.94505","2010/04/08 04:44","EDT","4.9","Five Meter","surface water","Individual","routine field sample","10GC18S4A","Temp","Temperature","3.3","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"41","2010","April    ","Spring","Erie","ER1011","E043M10","ER43","22.6","41.78835","-81.94505","2010/04/08 04:44","EDT","20","Bottom Minus","surface water","Individual","routine field sample","10GC18S51","Cond","Conductivity","286.2","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.209","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.664","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","14.264","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.3","C","Not applicable","NA","","Turb","Turbidity","2.77","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"42","2010","April    ","Spring","Erie","ER1011","E042M10","ER42","22.5","41.965","-82.041783","2010/04/08 03:12","EDT","2","Surface","surface water","Individual","routine field sample","10GC18S61","Cond","Conductivity","260","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.23","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.584","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","13.167","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.1","C","Not applicable","NA","","Turb","Turbidity","3.35","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"43","2010","April    ","Spring","Erie","ER1011","E042M10","ER42","22.5","41.965","-82.041783","2010/04/08 03:12","EDT","11.1","Middle Depth","surface water","Individual","routine field sample","10GC18S63","Cond","Conductivity","260.7","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.232","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.558","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","14.461","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.0","C","Not applicable","NA","","Turb","Turbidity","3.39","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"44","2010","April    ","Spring","Erie","ER1011","E042M10","ER42","22.5","41.965","-82.041783","2010/04/08 03:12","EDT","5","Five Meter","surface water","Individual","routine field sample","10GC18S6A","Temp","Temperature","4.1","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"45","2010","April    ","Spring","Erie","ER1011","E042M10","ER42","22.5","41.965","-82.041783","2010/04/08 03:12","EDT","20.1","Bottom Minus","surface water","Individual","routine field sample","10GC18S71","Cond","Conductivity","260.2","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.23","mg/l","Filtrate","LG203","","O2diss","Oxygen, Dissolved","13.18","mg/l","Total/Bulk","NA","Lab Duplicate, failed","P-tot","Phosphorus, Total as P","5.849","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","13.251","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.0","C","Not applicable","NA","","Turb","Turbidity","3.24","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"46","2010","April    ","Spring","Erie","ER1011","E073M10","ER73","24.6","41.9777","-81.756883","2010/04/08 06:33","EDT","2","Surface","surface water","Individual","routine field sample","10GC18S81","Cond","Conductivity","284.4","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.155","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","10.227","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","19.775","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.1","C","Not applicable","NA","","Turb","Turbidity","5.42","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"47","2010","April    ","Spring","Erie","ER1011","E073M10","ER73","24.6","41.9777","-81.756883","2010/04/08 06:33","EDT","11.7","Middle Depth","surface water","Individual","routine field sample","10GC18S83","Cond","Conductivity","283.8","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.155","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","9.52","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","19.463","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.1","C","Not applicable","NA","","Turb","Turbidity","5.51","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"48","2010","April    ","Spring","Erie","ER1011","E073M10","ER73","24.6","41.9777","-81.756883","2010/04/08 06:33","EDT","4.9","Five Meter","surface water","Individual","routine field sample","10GC18S8A","Temp","Temperature","3.1","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"49","2010","April    ","Spring","Erie","ER1011","E073M10","ER73","24.6","41.9777","-81.756883","2010/04/08 06:33","EDT","21.9","Bottom Minus","surface water","Individual","routine field sample","10GC18S91","Cond","Conductivity","283.8","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.154","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","9.838","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","19.343","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.1","C","Not applicable","NA","","Turb","Turbidity","5.45","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"50","2010","April    ","Spring","Erie","ER1011","E037M10","ER37","24.5","42.110383","-81.574433","2010/04/08 09:34","EDT","2","Surface","surface water","Individual QC","lab duplicate","10GC19C21","NO2+NO3","Nitrogen, Total Oxidized","0.073","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.522","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.488","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.8","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"51","2010","April    ","Spring","Erie","ER1011","E078M10","ER78M","23.4","42.115933","-81.251567","2010/04/08 13:19","EDT","1.8","Surface","surface water","Individual QC","lab duplicate","10GC19C61","NO2+NO3","Nitrogen, Total Oxidized","0.08","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.846","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.863","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.6","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"52","2010","April    ","Spring","Erie","ER1011","E038M10","ER38","22.3","42.2817","-81.671783","2010/04/08 10:56","EDT","2","Surface","surface water","Individual QC","field duplicate","10GC19D41","Cond","Conductivity","278.8","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.103","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","8.293","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","17.028","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.9","C","Not applicable","NA","","Turb","Turbidity","4.48","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"53","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","0","Integrated, Spring","surface water","Composite","routine field sample","10GC19I12","NO2+NO3","Nitrogen, Total Oxidized","0.065","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.636","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.734","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.4","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","2010","April    ","Spring","Erie","ER1011","E037M10","ER37","24.5","42.110383","-81.574433","2010/04/08 09:34","EDT","0","Integrated, Spring","surface water","Composite","routine field sample","10GC19I32","NO2+NO3","Nitrogen, Total Oxidized","0.074","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","7.116","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.741","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.8","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"55","2010","April    ","Spring","Erie","ER1011","E038M10","ER38","22.3","42.2817","-81.671783","2010/04/08 10:56","EDT","0","Integrated, Spring","surface water","Composite","routine field sample","10GC19I52","NO2+NO3","Nitrogen, Total Oxidized","0.102","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","7.931","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","17.567","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.9","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"56","2010","April    ","Spring","Erie","ER1011","E078M10","ER78M","23.4","42.115933","-81.251567","2010/04/08 13:19","EDT","0","Integrated, Spring","surface water","Composite","routine field sample","10GC19I72","NO2+NO3","Nitrogen, Total Oxidized","0.079","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.145","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","13.253","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.6","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"57","2010","April    ","Spring","Erie","ER1011","E032M10","ER32","22.9","42.0817","-81.0105","2010/04/08 15:03","EDT","","Integrated, Spring","surface water","Composite","routine field sample","10GC19I92","NO2+NO3","Nitrogen, Total Oxidized","0.072","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.34","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","14.745","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.8","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"58","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","0","Synthetic Sample","surface water","Individual QC","field blank","10GC19R00","Cond","Conductivity","2.062","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","-0.00578","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","0.512","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","0.499","ug/l","Total/Bulk","LG204","","Temp","Temperature","0","C","Not applicable","NA","","Turb","Turbidity","0.094","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"59","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","1.9","Surface","surface water","Individual","routine field sample","10GC19S01","Cond","Conductivity","278.3","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.065","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.079","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.032","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.4","C","Not applicable","NA","","Turb","Turbidity","2.84","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"60","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","11.4","Middle Depth","surface water","Individual","routine field sample","10GC19S03","Cond","Conductivity","278.1","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.066","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.187","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.355","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.3","C","Not applicable","NA","","Turb","Turbidity","2.74","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"61","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","5","Five Meter","surface water","Individual","routine field sample","10GC19S0A","Temp","Temperature","4.4","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","2010","April    ","Spring","Erie","ER1011","E036M10","ER36","23.6","41.934967","-81.4784","2010/04/08 08:08","EDT","21","Bottom Minus","surface water","Individual","routine field sample","10GC19S11","Cond","Conductivity","277.8","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.065","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.73","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.597","ug/l","Total/Bulk","LG204","","Temp","Temperature","4.3","C","Not applicable","NA","","Turb","Turbidity","2.84","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"63","2010","April    ","Spring","Erie","ER1011","E037M10","ER37","24.5","42.110383","-81.574433","2010/04/08 09:34","EDT","2","Surface","surface water","Individual","routine field sample","10GC19S21","Cond","Conductivity","282","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.073","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","6.4","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.973","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.8","C","Not applicable","NA","","Turb","Turbidity","3.02","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"64","2010","April    ","Spring","Erie","ER1011","E037M10","ER37","24.5","42.110383","-81.574433","2010/04/08 09:34","EDT","12","Middle Depth","surface water","Individual","routine field sample","10GC19S23","Cond","Conductivity","281.9","umho/cm","Total/Bulk","LG500","Field Reagent Blank, failed","NO2+NO3","Nitrogen, Total Oxidized","0.074","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","7.23","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.589","ug/l","Total/Bulk","LG204","","Temp","Temperature","3.7","C","Not applicable","NA","","Turb","Turbidity","3.16","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
